id,name,description,short_description,category,sub_category,grade,star,sprite,sprite_product,order,enchant_level,enchant_point,max_stack,option,option_client_only,price,sell_price,cash,ladder_point,boss_point,crusade_point,arena_point,worth,disabled,buff,set_id,item_info,model,hero_limit,model_level,max_socket,level_limit,rank_limit,hero_grade_limit,hero_level_limit,invasion_point
&heavy_helmet_7,치우의 투구 도안,치우의 투구를 제작할 수 있는 비법이 담겨 있습니다,,recipe,,legend,7,legend_recipe,,,,,999,,,1500000,20000,1,1,1,1,1,1500000,,,,,,,,,,,,,
&light_armor_5,대붕의 가죽 갑옷 도안,대붕의 가죽 갑옷을 제작할 수 있는 비법이 담겨 있습니다,,recipe,,unique,5,unique_recipe,,,,,999,,,50000,5000,500,225,1350,3375,6750,50000,,,,,,,,,,,,,
&light_armor_6,비호의 가죽 갑옷 도안,비호의 가죽 갑옷을 제작할 수 있는 비법이 담겨 있습니다,,recipe,,hero,6,hero_recipe,,,,,999,,,100000,10000,1,1,1,1,1,100000,,,,,,,,,,,,,
&light_armor_7,천룡의 가죽 갑옷 도안,천룡의 가죽 갑옷을 제작할 수 있는 비법이 담겨 있습니다,,recipe,,legend,7,legend_recipe,,,,,999,,,1500000,20000,1,1,1,1,1,1500000,,,,,,,,,,,,,
&light_helmet_5,대붕의 투구 도안,대붕의 투구를 제작할 수 있는 비법이 담겨 있습니다,,recipe,,unique,5,unique_recipe,,,,,999,,,50000,5000,500,225,1350,3375,6750,50000,,,,,,,,,,,,,
&light_helmet_6,비호의 투구 도안,비호의 투구를 제작할 수 있는 비법이 담겨 있습니다,,recipe,,hero,6,hero_recipe,,,,,999,,,100000,10000,1,1,1,1,1,100000,,,,,,,,,,,,,
&light_helmet_7,천룡의 투구 도안,천룡의 투구를 제작할 수 있는 비법이 담겨 있습니다,,recipe,,legend,7,legend_recipe,,,,,999,,,1500000,20000,1,1,1,1,1,1500000,,,,,,,,,,,,,
&cloth_5,고관의 관의 도안,고관의 관의를 제작할 수 있는 비법이 담겨 있습니다,,recipe,,unique,5,unique_recipe,,,,,999,,,50000,5000,500,225,1350,3375,6750,50000,,,,,,,,,,,,,
&cloth_6,승상의 전의 도안,승상의 전의를 제작할 수 있는 비법이 담겨 있습니다,,recipe,,hero,6,hero_recipe,,,,,999,,,100000,10000,1,1,1,1,1,100000,,,,,,,,,,,,,
&cloth_7,구석의 곤룡포 도안,구석의 곤룡포를 제작할 수 있는 비법이 담겨 있습니다,,recipe,,legend,7,legend_recipe,,,,,999,,,1500000,20000,1,1,1,1,1,1500000,,,,,,,,,,,,,
&hat_5,고관의 통천관 도안,고관의 통천관을 제작할 수 있는 비법이 담겨 있습니다,,recipe,,unique,5,unique_recipe,,,,,999,,,50000,5000,500,225,1350,3375,6750,50000,,,,,,,,,,,,,
&hat_6,승상의 익선관 도안,승상의 익선관을 제작할 수 있는 비법이 담겨 있습니다,,recipe,,hero,6,hero_recipe,,,,,999,,,100000,10000,1,1,1,1,1,100000,,,,,,,,,,,,,
&hat_7,구석의 면류관 도안,구석의 면류관을 제작할 수 있는 비법이 담겨 있습니다,,recipe,,legend,7,legend_recipe,,,,,999,,,1500000,20000,1,1,1,1,1,1500000,,,,,,,,,,,,,
red_jade_1,홍옥 보패 I,알 수 없는 힘이 느껴지는 붉은 보패입니다,,rune,red,normal,2,red_jade_1,,,,,99,,,3600,360,80,120,120,120,,3600,1,,,,,,,,,,,,
red_jade_2,홍옥 보패 II,알 수 없는 힘이 느껴지는 붉은 보패입니다,,rune,red,magic,3,red_jade_2,,,,,99,,,10800,1080,320,360,360,360,,10800,1,,,,,,,,,,,,
red_jade_3,홍옥 보패 III,알 수 없는 힘이 느껴지는 붉은 보패입니다,,rune,red,rare,4,red_jade_3,,,,,99,,,30000,3000,1200,1000,1000,1000,,30000,1,,,,,,,,,,,,
red_jade_4,홍옥 보패 IV,알 수 없는 힘이 느껴지는 붉은 보패입니다,,rune,red,unique,5,red_jade_4,,,,,99,,,84000,8400,4000,2800,2800,2800,,84000,1,,,,,,,,,,,,
red_jade_5,홍옥 보패 V,알 수 없는 힘이 느껴지는 붉은 보패입니다,,rune,red,hero,6,red_jade_5,,,,,99,,,240000,24000,14000,8000,8000,8000,,240000,1,,,,,,,,,,,,
green_jade_1,녹옥 보패 I,자신감이 솟아나는 듯한 녹색 빛을 띈 보패입니다,,rune,green,normal,2,green_jade_1,,,,,99,,,3600,360,80,120,120,120,,3600,1,,,,,,,,,,,,
green_jade_2,녹옥 보패 II,자신감이 솟아나는 듯한 녹색 빛을 띈 보패입니다,,rune,green,magic,3,green_jade_2,,,,,99,,,10800,1080,320,360,360,360,,10800,1,,,,,,,,,,,,
green_jade_3,녹옥 보패 III,자신감이 솟아나는 듯한 녹색 빛을 띈 보패입니다,,rune,green,rare,4,green_jade_3,,,,,99,,,30000,3000,1200,1000,1000,1000,,30000,1,,,,,,,,,,,,
green_jade_4,녹옥 보패 IV,자신감이 솟아나는 듯한 녹색 빛을 띈 보패입니다,,rune,green,unique,5,green_jade_4,,,,,99,,,84000,8400,4000,2800,2800,2800,,84000,1,,,,,,,,,,,,
green_jade_5,녹옥 보패 V,자신감이 솟아나는 듯한 녹색 빛을 띈 보패입니다,,rune,green,hero,6,green_jade_5,,,,,99,,,240000,24000,14000,8000,8000,8000,,240000,1,,,,,,,,,,,,
yellow_jade_1,황옥 보패 I,생명의 기운을 뿜어내는 노란 색 보패입니다,,rune,yellow,normal,2,yellow_jade_1,,,,,99,,,3600,360,80,120,120,120,,3600,1,,,,,,,,,,,,
yellow_jade_2,황옥 보패 II,생명의 기운을 뿜어내는 노란 색 보패입니다,,rune,yellow,magic,3,yellow_jade_2,,,,,99,,,10800,1080,320,360,360,360,,10800,1,,,,,,,,,,,,
yellow_jade_3,황옥 보패 III,생명의 기운을 뿜어내는 노란 색 보패입니다,,rune,yellow,rare,4,yellow_jade_3,,,,,99,,,30000,3000,1200,1000,1000,1000,,30000,1,,,,,,,,,,,,
yellow_jade_4,황옥 보패 IV,생명의 기운을 뿜어내는 노란 색 보패입니다,,rune,yellow,unique,5,yellow_jade_4,,,,,99,,,84000,8400,4000,2800,2800,2800,,84000,1,,,,,,,,,,,,
yellow_jade_5,황옥 보패 V,생명의 기운을 뿜어내는 노란 색 보패입니다,,rune,yellow,hero,6,yellow_jade_5,,,,,99,,,240000,24000,14000,8000,8000,8000,,240000,1,,,,,,,,,,,,
cyan_jade_1,녹청옥 보패 I,의외로 평범해 보이는 녹청색 보패입니다,,rune,cyan,normal,2,cyan_jade_1,,,,,99,,,3600,360,80,120,120,120,,3600,1,,,,,,,,,,,,
cyan_jade_2,녹청옥 보패 II,의외로 평범해 보이는 녹청색 보패입니다,,rune,cyan,magic,3,cyan_jade_2,,,,,99,,,10800,1080,320,360,360,360,,10800,1,,,,,,,,,,,,
cyan_jade_3,녹청옥 보패 III,의외로 평범해 보이는 녹청색 보패입니다,,rune,cyan,rare,4,cyan_jade_3,,,,,99,,,30000,3000,1200,1000,1000,1000,,30000,1,,,,,,,,,,,,
cyan_jade_4,녹청옥 보패 IV,의외로 평범해 보이는 녹청색 보패입니다,,rune,cyan,unique,5,cyan_jade_4,,,,,99,,,84000,8400,4000,2800,2800,2800,,84000,1,,,,,,,,,,,,
cyan_jade_5,녹청옥 보패 V,의외로 평범해 보이는 녹청색 보패입니다,,rune,cyan,hero,6,cyan_jade_5,,,,,99,,,240000,24000,14000,8000,8000,8000,,240000,1,,,,,,,,,,,,
blue_jade_1,청옥 보패 I,보면 볼수록 침착해지는 푸른 빛을 띈 보패입니다,,rune,blue,normal,2,blue_jade_1,,,,,99,,,3600,360,80,120,120,120,,3600,1,,,,,,,,,,,,
blue_jade_2,청옥 보패 II,보면 볼수록 침착해지는 푸른 빛을 띈 보패입니다,,rune,blue,magic,3,blue_jade_2,,,,,99,,,10800,1080,320,360,360,360,,10800,1,,,,,,,,,,,,
blue_jade_3,청옥 보패 III,보면 볼수록 침착해지는 푸른 빛을 띈 보패입니다,,rune,blue,rare,4,blue_jade_3,,,,,99,,,30000,3000,1200,1000,1000,1000,,30000,1,,,,,,,,,,,,
blue_jade_4,청옥 보패 IV,보면 볼수록 침착해지는 푸른 빛을 띈 보패입니다,,rune,blue,unique,5,blue_jade_4,,,,,99,,,84000,8400,4000,2800,2800,2800,,84000,1,,,,,,,,,,,,
blue_jade_5,청옥 보패 V,보면 볼수록 침착해지는 푸른 빛을 띈 보패입니다,,rune,blue,hero,6,blue_jade_5,,,,,99,,,240000,24000,14000,8000,8000,8000,,240000,1,,,,,,,,,,,,
black_jade_1,흑옥 보패 I,모든 것을 빨아들이는 듯한 검은 색의 보패입니다,,rune,black,normal,2,black_jade_1,,,,,99,,,3600,360,80,120,120,120,,3600,1,,,,,,,,,,,,
black_jade_2,흑옥 보패 II,모든 것을 빨아들이는 듯한 검은 색의 보패입니다,,rune,black,magic,3,black_jade_2,,,,,99,,,10800,1080,320,360,360,360,,10800,1,,,,,,,,,,,,
black_jade_3,흑옥 보패 III,모든 것을 빨아들이는 듯한 검은 색의 보패입니다,,rune,black,rare,4,black_jade_3,,,,,99,,,30000,3000,1200,1000,1000,1000,,30000,1,,,,,,,,,,,,
black_jade_4,흑옥 보패 IV,모든 것을 빨아들이는 듯한 검은 색의 보패입니다,,rune,black,unique,5,black_jade_4,,,,,99,,,84000,8400,4000,2800,2800,2800,,84000,1,,,,,,,,,,,,
black_jade_5,흑옥 보패 V,모든 것을 빨아들이는 듯한 검은 색의 보패입니다,,rune,black,hero,6,black_jade_5,,,,,99,,,240000,24000,14000,8000,8000,8000,,240000,1,,,,,,,,,,,,
purple_jade_1,보옥 보패 I,치명적인 보랏빛을 띈 보패입니다,,rune,purple,normal,2,purple_jade_1,,,,,99,,,3600,360,80,120,120,120,,3600,1,,,,,,,,,,,,
purple_jade_2,보옥 보패 II,치명적인 보랏빛을 띈 보패입니다,,rune,purple,magic,3,purple_jade_2,,,,,99,,,10800,1080,320,360,360,360,,10800,1,,,,,,,,,,,,
purple_jade_3,보옥 보패 III,치명적인 보랏빛을 띈 보패입니다,,rune,purple,rare,4,purple_jade_3,,,,,99,,,30000,3000,1200,1000,1000,1000,,30000,1,,,,,,,,,,,,
purple_jade_4,보옥 보패 IV,치명적인 보랏빛을 띈 보패입니다,,rune,purple,unique,5,purple_jade_4,,,,,99,,,84000,8400,4000,2800,2800,2800,,84000,1,,,,,,,,,,,,
purple_jade_5,보옥 보패 V,치명적인 보랏빛을 띈 보패입니다,,rune,purple,hero,6,purple_jade_5,,,,,99,,,240000,24000,14000,8000,8000,8000,,240000,1,,,,,,,,,,,,
&glaive_6A,황룡의 언월도 도안 1쪽,황룡의 언월도 도안의 일부입니다.,,recipe,,hero,6,unique_item_recipe_a,,,,,999,,,70000,7000,700,1350,8100,20250,40500,70000,,,,,,,,,,,,,
&glaive_6B,황룡의 언월도 도안 2쪽,황룡의 언월도 도안의 일부입니다.,,recipe,,hero,6,unique_item_recipe_a,,,,,999,,,70000,7000,700,1350,8100,20250,40500,70000,,,,,,,,,,,,,
&mighty_6A,열왕의 강철추 도안 1쪽,열왕의 강철추 도안의 일부입니다.,,recipe,,hero,6,unique_item_recipe_a,,,,,999,,,70000,7000,700,1350,8100,20250,40500,70000,,,,,,,,,,,,,
&mighty_6B,열왕의 강철추 도안 2쪽,열왕의 강철추 도안의 일부입니다.,,recipe,,hero,6,unique_item_recipe_a,,,,,999,,,70000,7000,700,1350,8100,20250,40500,70000,,,,,,,,,,,,,
&gauntlet_6A,신화의 장갑 도안 1쪽,신화의 장갑 도안의 일부입니다.,,recipe,,hero,6,unique_item_recipe_a,,,,,999,,,70000,7000,700,1350,8100,20250,40500,70000,,,,,,,,,,,,,
&gauntlet_6B,신화의 장갑 도안 2쪽,신화의 장갑 도안의 일부입니다.,,recipe,,hero,6,unique_item_recipe_a,,,,,999,,,70000,7000,700,1350,8100,20250,40500,70000,,,,,,,,,,,,,
&spear_6A,비호의 사모 도안 1쪽,비호의 사모 도안의 일부입니다.,,recipe,,hero,6,unique_item_recipe_a,,,,,999,,,70000,7000,700,1350,8100,20250,40500,70000,,,,,,,,,,,,,
&spear_6B,비호의 사모 도안 2쪽,비호의 사모 도안의 일부입니다.,,recipe,,hero,6,unique_item_recipe_a,,,,,999,,,70000,7000,700,1350,8100,20250,40500,70000,,,,,,,,,,,,,
&dual_6A,붕괴의 철퇴 도안 1쪽,붕괴의 철퇴 도안의 일부입니다.,,recipe,,hero,6,unique_item_recipe_a,,,,,999,,,70000,7000,700,1350,8100,20250,40500,70000,,,,,,,,,,,,,
&dual_6B,붕괴의 철퇴 도안 2쪽,붕괴의 철퇴 도안의 일부입니다.,,recipe,,hero,6,unique_item_recipe_a,,,,,999,,,70000,7000,700,1350,8100,20250,40500,70000,,,,,,,,,,,,,
&sword_6A,천하의 신검 도안 1쪽,천하의 신검 도안의 일부입니다.,,recipe,,hero,6,unique_item_recipe_a,,,,,999,,,70000,7000,700,1350,8100,20250,40500,70000,,,,,,,,,,,,,
&sword_6B,천하의 신검 도안 2쪽,천하의 신검 도안의 일부입니다.,,recipe,,hero,6,unique_item_recipe_a,,,,,999,,,70000,7000,700,1350,8100,20250,40500,70000,,,,,,,,,,,,,
&bow_6A,동이의 신궁 도안 1쪽,동이의 신궁 도안의 일부입니다.,,recipe,,hero,6,unique_item_recipe_a,,,,,999,,,70000,7000,700,1350,8100,20250,40500,70000,,,,,,,,,,,,,
&bow_6B,동이의 신궁 도안 2쪽,동이의 신궁 도안의 일부입니다.,,recipe,,hero,6,unique_item_recipe_a,,,,,999,,,70000,7000,700,1350,8100,20250,40500,70000,,,,,,,,,,,,,
&crossbow_6A,구야자의 연노 도안 1쪽,구야자의 연노 도안의 일부입니다.,,recipe,,hero,6,unique_item_recipe_a,,,,,999,,,70000,7000,700,1350,8100,20250,40500,70000,,,,,,,,,,,,,
&crossbow_6B,구야자의 연노 도안 2쪽,구야자의 연노 도안의 일부입니다.,,recipe,,hero,6,unique_item_recipe_a,,,,,999,,,70000,7000,700,1350,8100,20250,40500,70000,,,,,,,,,,,,,
&staff_6A,선인의 용장 도안 1쪽,선인의 용장 도안의 일부입니다.,,recipe,,hero,6,unique_item_recipe_a,,,,,999,,,70000,7000,700,1350,8100,20250,40500,70000,,,,,,,,,,,,,
&staff_6B,선인의 용장 도안 2쪽,선인의 용장 도안의 일부입니다.,,recipe,,hero,6,unique_item_recipe_a,,,,,999,,,70000,7000,700,1350,8100,20250,40500,70000,,,,,,,,,,,,,
&instrument_6A,수화의 호로사 도안 1쪽,수화의 호로사 도안의 일부입니다.,,recipe,,hero,6,unique_item_recipe_a,,,,,999,,,70000,7000,700,1350,8100,20250,40500,70000,,,,,,,,,,,,,
&instrument_6B,수화의 호로사 도안 2쪽,수화의 호로사 도안의 일부입니다.,,recipe,,hero,6,unique_item_recipe_a,,,,,999,,,70000,7000,700,1350,8100,20250,40500,70000,,,,,,,,,,,,,
&fan_6A,신산의 부채 도안 1쪽,신산의 부채 도안의 일부입니다.,,recipe,,hero,6,unique_item_recipe_a,,,,,999,,,70000,7000,700,1350,8100,20250,40500,70000,,,,,,,,,,,,,
&fan_6B,신산의 부채 도안 2쪽,신산의 부채 도안의 일부입니다.,,recipe,,hero,6,unique_item_recipe_a,,,,,999,,,70000,7000,700,1350,8100,20250,40500,70000,,,,,,,,,,,,,
&heavy_armor_6A,신화의 갑옷 도안 1쪽,신화의 갑옷 도안의 일부입니다.,,recipe,,hero,6,unique_item_recipe_a,,,,,999,,,70000,7000,700,1350,8100,20250,40500,70000,,,,,,,,,,,,,
&heavy_armor_6B,신화의 갑옷 도안 2쪽,신화의 갑옷 도안의 일부입니다.,,recipe,,hero,6,unique_item_recipe_a,,,,,999,,,70000,7000,700,1350,8100,20250,40500,70000,,,,,,,,,,,,,
&heavy_helmet_6A,신화의 투구 도안 1쪽,신화의 투구 도안의 일부입니다.,,recipe,,hero,6,unique_item_recipe_a,,,,,999,,,70000,7000,700,1350,8100,20250,40500,70000,,,,,,,,,,,,,
&heavy_helmet_6B,신화의 투구 도안 2쪽,신화의 투구 도안의 일부입니다.,,recipe,,hero,6,unique_item_recipe_a,,,,,999,,,70000,7000,700,1350,8100,20250,40500,70000,,,,,,,,,,,,,
&light_armor_6A,비호의 가죽 갑옷 도안 1쪽,비호의 가죽 갑옷 도안의 일부입니다.,,recipe,,hero,6,unique_item_recipe_a,,,,,999,,,70000,7000,700,1350,8100,20250,40500,70000,,,,,,,,,,,,,
&light_armor_6B,비호의 가죽 갑옷 도안 2쪽,비호의 가죽 갑옷 도안의 일부입니다.,,recipe,,hero,6,unique_item_recipe_a,,,,,999,,,70000,7000,700,1350,8100,20250,40500,70000,,,,,,,,,,,,,
&light_helmet_6A,비호의 투구 도안 1쪽,비호의 투구 도안의 일부입니다.,,recipe,,hero,6,unique_item_recipe_a,,,,,999,,,70000,7000,700,1350,8100,20250,40500,70000,,,,,,,,,,,,,
&light_helmet_6B,비호의 투구 도안 2쪽,비호의 투구 도안의 일부입니다.,,recipe,,hero,6,unique_item_recipe_a,,,,,999,,,70000,7000,700,1350,8100,20250,40500,70000,,,,,,,,,,,,,
&cloth_6A,승상의 전의 도안 1쪽,승상의 전의 도안의 일부입니다.,,recipe,,hero,6,unique_item_recipe_a,,,,,999,,,70000,7000,700,1350,8100,20250,40500,70000,,,,,,,,,,,,,
&cloth_6B,승상의 전의 도안 2쪽,승상의 전의 도안의 일부입니다.,,recipe,,hero,6,unique_item_recipe_a,,,,,999,,,70000,7000,700,1350,8100,20250,40500,70000,,,,,,,,,,,,,
&hat_6A,승상의 익선관 도안 1쪽,승상의 익선관 도안의 일부입니다.,,recipe,,hero,6,unique_item_recipe_a,,,,,999,,,70000,7000,700,1350,8100,20250,40500,70000,,,,,,,,,,,,,
&hat_6B,승상의 익선관 도안 2쪽,승상의 익선관 도안의 일부입니다.,,recipe,,hero,6,unique_item_recipe_a,,,,,999,,,70000,7000,700,1350,8100,20250,40500,70000,,,,,,,,,,,,,
&glaive_7A,천신의 언월도 도안 1쪽,천신의 언월도 도안의 일부입니다.,,recipe,,hero,7,unique_item_recipe_a,,,,,999,,,100000,10000,1000,1350,8100,20250,40500,100000,,,,,,,,,,,,,
&glaive_7B,천신의 언월도 도안 2쪽,천신의 언월도 도안의 일부입니다.,,recipe,,hero,7,unique_item_recipe_a,,,,,999,,,100000,10000,1000,1350,8100,20250,40500,100000,,,,,,,,,,,,,
&mighty_7A,황제의 한철대부 도안 1쪽,황제의 한철대부 도안의 일부입니다.,,recipe,,hero,7,unique_item_recipe_a,,,,,999,,,100000,10000,1000,1350,8100,20250,40500,100000,,,,,,,,,,,,,
&mighty_7B,황제의 한철대부 도안 2쪽,황제의 한철대부 도안의 일부입니다.,,recipe,,hero,7,unique_item_recipe_a,,,,,999,,,100000,10000,1000,1350,8100,20250,40500,100000,,,,,,,,,,,,,
&gauntlet_7A,치우의 장갑 도안 1쪽,치우의 장갑 도안의 일부입니다.,,recipe,,hero,7,unique_item_recipe_a,,,,,999,,,100000,10000,1000,1350,8100,20250,40500,100000,,,,,,,,,,,,,
&gauntlet_7B,치우의 장갑 도안 2쪽,치우의 장갑 도안의 일부입니다.,,recipe,,hero,7,unique_item_recipe_a,,,,,999,,,100000,10000,1000,1350,8100,20250,40500,100000,,,,,,,,,,,,,
&spear_7A,천룡의 창 도안 1쪽,천룡의 창 도안의 일부입니다.,,recipe,,hero,7,unique_item_recipe_a,,,,,999,,,100000,10000,1000,1350,8100,20250,40500,100000,,,,,,,,,,,,,
&spear_7B,천룡의 창 도안 2쪽,천룡의 창 도안의 일부입니다.,,recipe,,hero,7,unique_item_recipe_a,,,,,999,,,100000,10000,1000,1350,8100,20250,40500,100000,,,,,,,,,,,,,
&dual_7A,암흑의 묵철퇴 도안 1쪽,암흑의 묵철퇴 도안의 일부입니다.,,recipe,,hero,7,unique_item_recipe_a,,,,,999,,,100000,10000,1000,1350,8100,20250,40500,100000,,,,,,,,,,,,,
&dual_7B,암흑의 묵철퇴 도안 2쪽,암흑의 묵철퇴 도안의 일부입니다.,,recipe,,hero,7,unique_item_recipe_a,,,,,999,,,100000,10000,1000,1350,8100,20250,40500,100000,,,,,,,,,,,,,
&sword_7A,천외의 성검 도안 1쪽,천외의 성검 도안의 일부입니다.,,recipe,,hero,7,unique_item_recipe_a,,,,,999,,,100000,10000,1000,1350,8100,20250,40500,100000,,,,,,,,,,,,,
&sword_7B,천외의 성검 도안 2쪽,천외의 성검 도안의 일부입니다.,,recipe,,hero,7,unique_item_recipe_a,,,,,999,,,100000,10000,1000,1350,8100,20250,40500,100000,,,,,,,,,,,,,
&bow_7A,후예의 비궁 도안 1쪽,후예의 비궁 도안의 일부입니다.,,recipe,,hero,7,unique_item_recipe_a,,,,,999,,,100000,10000,1000,1350,8100,20250,40500,100000,,,,,,,,,,,,,
&bow_7B,후예의 비궁 도안 2쪽,후예의 비궁 도안의 일부입니다.,,recipe,,hero,7,unique_item_recipe_a,,,,,999,,,100000,10000,1000,1350,8100,20250,40500,100000,,,,,,,,,,,,,
&crossbow_7A,화덕진군의 연노 도안 1쪽,화덕진군의 연노 도안의 일부입니다.,,recipe,,hero,7,unique_item_recipe_a,,,,,999,,,100000,10000,1000,1350,8100,20250,40500,100000,,,,,,,,,,,,,
&crossbow_7B,화덕진군의 연노 도안 2쪽,화덕진군의 연노 도안의 일부입니다.,,recipe,,hero,7,unique_item_recipe_a,,,,,999,,,100000,10000,1000,1350,8100,20250,40500,100000,,,,,,,,,,,,,
&staff_7A,신선의 선장 도안 1쪽,신선의 선장 도안의 일부입니다.,,recipe,,hero,7,unique_item_recipe_a,,,,,999,,,100000,10000,1000,1350,8100,20250,40500,100000,,,,,,,,,,,,,
&staff_7B,신선의 선장 도안 2쪽,신선의 선장 도안의 일부입니다.,,recipe,,hero,7,unique_item_recipe_a,,,,,999,,,100000,10000,1000,1350,8100,20250,40500,100000,,,,,,,,,,,,,
&instrument_7A,항아의 완 도안 1쪽,항아의 완 도안의 일부입니다.,,recipe,,hero,7,unique_item_recipe_a,,,,,999,,,100000,10000,1000,1350,8100,20250,40500,100000,,,,,,,,,,,,,
&instrument_7B,항아의 완 도안 2쪽,항아의 완 도안의 일부입니다.,,recipe,,hero,7,unique_item_recipe_a,,,,,999,,,100000,10000,1000,1350,8100,20250,40500,100000,,,,,,,,,,,,,
&fan_7A,신계의 부채 도안 1쪽,신계의 부채 도안의 일부입니다.,,recipe,,hero,7,unique_item_recipe_a,,,,,999,,,100000,10000,1000,1350,8100,20250,40500,100000,,,,,,,,,,,,,
&fan_7B,신계의 부채 도안 2쪽,신계의 부채 도안의 일부입니다.,,recipe,,hero,7,unique_item_recipe_a,,,,,999,,,100000,10000,1000,1350,8100,20250,40500,100000,,,,,,,,,,,,,
&heavy_armor_7A,치우의 갑옷 도안 1쪽,치우의 갑옷 도안의 일부입니다.,,recipe,,hero,7,unique_item_recipe_a,,,,,999,,,100000,10000,1000,1350,8100,20250,40500,100000,,,,,,,,,,,,,
&heavy_armor_7B,치우의 갑옷 도안 2쪽,치우의 갑옷 도안의 일부입니다.,,recipe,,hero,7,unique_item_recipe_a,,,,,999,,,100000,10000,1000,1350,8100,20250,40500,100000,,,,,,,,,,,,,
&heavy_helmet_7A,치우의 투구 도안 1쪽,치우의 투구 도안의 일부입니다.,,recipe,,hero,7,unique_item_recipe_a,,,,,999,,,100000,10000,1000,1350,8100,20250,40500,100000,,,,,,,,,,,,,
&heavy_helmet_7B,치우의 투구 도안 2쪽,치우의 투구 도안의 일부입니다.,,recipe,,hero,7,unique_item_recipe_a,,,,,999,,,100000,10000,1000,1350,8100,20250,40500,100000,,,,,,,,,,,,,
&light_armor_7A,천룡의 가죽 갑옷 도안 1쪽,천룡의 가죽 갑옷 도안의 일부입니다.,,recipe,,hero,7,unique_item_recipe_a,,,,,999,,,100000,10000,1000,1350,8100,20250,40500,100000,,,,,,,,,,,,,
&light_armor_7B,천룡의 가죽 갑옷 도안 2쪽,천룡의 가죽 갑옷 도안의 일부입니다.,,recipe,,hero,7,unique_item_recipe_a,,,,,999,,,100000,10000,1000,1350,8100,20250,40500,100000,,,,,,,,,,,,,
